Company,Sector,State,City,Roles,LinkedIn,Website
Aviators,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/aviators,N/A
MicNode,General,India,Ticnob Trade Centre,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/micnode,N/A
Bajaj Nomarks,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/bajaj-nomarks,http://www.bajajnomarks.com
EchoStar (India),General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/echostar-india,N/A
Allergan (India),General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/allergan-india,http://www.allergan.com/about/global-locations/countries/india
Cellworks Research (India),General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/cellworks-research-india,http://cellworksgroup.com/
Terraform realty,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/terraform-realty,http://terraformrealty.com
Advenio TecnoSys (India),General,India,Chandigarh,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/advenio-tecnosys-india,https://www.adveniotecnosys.com/
Hello Curry,General,Telangana,Hyderabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/hello-curry,http://www.hellocurry.com/index.php
KELTRON,General,India,India,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/keltron,http://www.keltron.org
QPS (India),General,Telangana,Hyderabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/qps-india,https://www.qps.com/
Quazar Technologies Pvt. Ltd.,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/quazar-technologies-pvt-ltd,http://quazartech.com/
Brihans Natural Products,Healthcare,Maharashtra,Pune,"Doctor, Nurse, Lab Technician, Pharmacist, Medical Officer",https://www.linkedin.com/company/brihans-natural-products,https://brihansnatural.com/
Alembic Pharmaceuticals Ltd,Pharmaceuticals,Gujarat,Vadodara,"R&D Scientist, Production Operator, Quality Assurance, Regulatory Affairs, Pharmacovigilance",https://www.linkedin.com/company/alembic-pharmaceuticals-ltd,http://www.alembicpharmaceuticals.com
Educomp Solutions (India),General,Haryana,Gurgaon,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/educomp-solutions-india,http://educomp.com/
Berry Plastics (India),General,Gujarat,Vadodara,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/berry-plastics-india,http://www.berryplastics.com/
N. V. Pharma (India),General,India,Sinnar,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/n-v-pharma-india,http://www.nvpharma.net/
Siemens Limited,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/siemens-limited,N/A
Impact Guru,Mining,Maharashtra,Mumbai,"Mining Engineer, Geologist, Safety Officer",https://www.linkedin.com/company/impact-guru,https://www.impactguru.com/
SimplyMarry,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/simplymarry,http://www.simplymarry.com/
Care Health Insurance,Banking & Finance,India,N/A,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/care-health-insurance,https://www.careinsurance.com/
IFB Home Appliances,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/ifb-home-appliances,https://www.ifbappliances.com/
Airbus (India),General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/airbus-india,http://www.airbus.com/company/worldwide-presence/airbus-in-india/
Bosch Ltd.,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/bosch-ltd,http://www.boschindia.com/en/in/startpage_5/country-landingpage.php
Hewlett-Packard (India),General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/hewlett-packard-india,http://www8.hp.com/in/en/home.html
EduPristine,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/edupristine,http://www.edupristine.com/
Windmill Health Technologies (India),General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/windmill-health-technologies-india,http://www.windmillh.com/
STMicroelectronics (India),General,Uttar Pradesh,Noida,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/stmicroelectronics-india,N/A
Megafine Pharma (India),General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/megafine-pharma-india,http://www.megafine.in/
IQ InfoTech,Information Technology,India,N/A,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/iq-infotech,https://www.iqinfotech.co.in/
Oracle (India),General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/oracle-india,http://www.oracle.com/
Pfizer (India),General,Maharashtra,Navi Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/pfizer-india,http://www.pfizerindia.com/eNewsWebsite/appli_form.aspx
HOHO Goa,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/hoho-goa,http://hohogoa.com/
Jackson Laboratories (India),General,India,Amritsar,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/jackson-laboratories-india,http://www.jacksonlaboratories.com/
Dream11,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/dream11,https://www.dream11.com/
Ameyo,General,Haryana,Gurgaon,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/ameyo,https://www.ameyo.com/
MTR Foods,Food & Beverage,Karnataka,Bengaluru,"Food Technologist, Production Manager, Quality Control Executive",https://www.linkedin.com/company/mtr-foods,http://www.mtrfoods.com/
Tarang Cine Productions,Media & Entertainment,India,Bhubaneswar,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/tarang-cine-productions,N/A
Vyome Biosciences (India),General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/vyome-biosciences-india,http://www.vyome.in/
Aditya Birla Science and Technology Company Private Limited,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/aditya-birla-science-and-technology-company-private-limited,http://www.adityabirla.com/innovation/abstcpl
Narendra & Company Group,General,India,Dehradun,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/narendra-company-group,https://www.narendraco.com
Laila Impex (India),General,India,Vijayawada,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/laila-impex-india,http://lailaimpex.tradeindia.com/
Gets Services,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/gets-services,http://www.getsservices.com
Karnataka Gramin Bank,Banking & Finance,India,Mysore,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/karnataka-gramin-bank,https://karnatakagraminbank.com
Bayer (India),General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/bayer-india,http://www.bayer.in/
Abbott (India),General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/abbott-india,http://www.abbott.co.in/
Dow Chemical (India),General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/dow-chemical-india,http://in.dow.com/
MJ Group (India),General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/mj-group-india,http://www.mj-india.com/
Mane (India),General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/mane-india,http://www.mane.com/
Rebnok (India),General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/rebnok-india,http://rebnok.com/
OmniActive Health Technologies (India),General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/omniactive-health-technologies-india,http://omniactives.com/
Oswald Labs,Information Technology,India,New Delhi,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/oswald-labs,https://oswaldlabs.com
Great Offshore Limited,Energy,India,N/A,"Process Engineer, Electrical Engineer, Plant Operator, Project Engineer",https://www.linkedin.com/company/great-offshore-limited,N/A
Cadence Design Systems (India),General,India,Banipate Banartpur,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/cadence-design-systems-india,N/A
Edelweiss Broking Limited,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/edelweiss-broking-limited,https://www.edelweissfin.com
Divi's Laboratories,Pharmaceuticals,Telangana,Hyderabad,"R&D Scientist, Production Operator, Quality Assurance, Regulatory Affairs, Pharmacovigilance",https://www.linkedin.com/company/divi-s-laboratories,http://www.divislabs.com/
Accutest (India),General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/accutest-india,http://accutestglobal.com/
SMT (India),General,Gujarat,Surat,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/smt-india,http://smtpl.com/
Kasiak Research (India),General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/kasiak-research-india,N/A
Sapat,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/sapat,N/A
ESAF Small Finance Bank,Banking & Finance,India,Thrissur,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/esaf-small-finance-bank,https://www.esafbank.com
Amrita Therapeutics (India),General,Gujarat,Ahmedabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/amrita-therapeutics-india,N/A
Chimera Technologies Private Limited,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/chimera-technologies-private-limited,N/A
AstraZeneca India,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/astrazeneca-india,https://www.astrazeneca.com/country-sites/india.html
Honeywell (India),General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/honeywell-india,https://honeywell.com/country/in/About/Pages/HTS.aspx
Connexios (India),General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/connexios-india,N/A
Mitra Biotech (India),General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/mitra-biotech-india,N/A
EaseMyTrip,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/easemytrip,N/A
Brihan Maharashtra Sugar Syndicate Ltd.,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/brihan-maharashtra-sugar-syndicate-ltd,https://www.thebmssltd.com/
Aaranya Biosciences (India),General,Telangana,Hyderabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/aaranya-biosciences-india,N/A
Indus Business Systems (India),General,Telangana,Hyderabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/indus-business-systems-india,N/A
Ortin Laboratories (India),General,Telangana,Hyderabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/ortin-laboratories-india,N/A
Plant Lipids,General,Kerala,Kochi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/plant-lipids,http://plantlipids.com/
Axilor Ventures,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/axilor-ventures,https://axilor.com/
IMGENEX India (India),General,India,Bhubaneswar,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/imgenex-india-india,N/A
Zebronics,General,Tamil Nadu,Chennai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/zebronics,https://zebronics.com
Meril Life Sciences (India),General,India,Vapi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/meril-life-sciences-india,https://www.merillife.com/
Novartis Healthcare (India),General,Telangana,Hyderabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/novartis-healthcare-india,http://www.novartis.in/
Ameyo,Energy,Haryana,Gurgaon,"Process Engineer, Electrical Engineer, Plant Operator, Project Engineer",https://www.linkedin.com/company/ameyo,https://www.ameyo.com/
Gyan Data Pvt Ltd,General,Tamil Nadu,Chennai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/gyan-data-pvt-ltd,http://gyandata.com/
